id,fullName,prompt
58789,Jan Huitema,"Jan Huitema, born 5 July 1984 in Heerenveen, Netherlands, male, Member of the European Parliament from the Netherlands, representing the People's Party for Freedom and Democracy, part of Renew Europe, served from 1 July 2014 to 15 July 2024, educated at Wageningen University with a bachelor's degree in Animal Sciences and a master's degree in Animal Production Systems, background as a farmer and policy employee for MEPs Jan Mulder and Holger Krahmer, owner of a dairy farm with 130 cows, campaign focused on bringing farmers' wisdom to Brussels, committee assignments include Committee on Agriculture and Rural Development, Delegation for relations with Canada, Committee on the Environment, Public Health and Food Safety, and delegation for relations with the United States, member of intergroups on Biodiversity, Countryside, Hunting and Recreational Fisheries, Climate Change, Biodiversity and Sustainable Development, and LGBT Rights, policy priorities include entrepreneurship, regional interests, criticism of Natura 2000 policy and manure policy, and advocacy for animal welfare and closure of battery cages."
28288,Jan Olbrycht,"Jan Olbrycht, born September 22, 1952, in Rybnik, Poland, is a Polish politician of the Civic Platform, serving as a Member of the European Parliament for Silesian Voivodeship since 2004. He sits as part of the European People's Party and was the first Marshal of Silesian Voivodeship between 1999 and 2002. He holds a Doctor of Sociology degree from Jagiellonian University and has been a lecturer. Olbrycht has been a member of various committees, including the Committee on Regional Development, the Committee on Budgetary Control, and the Committee on Budgets. He has also been part of the parliament's delegations for relations with China, Albania, Bosnia and Herzegovina, Serbia, Montenegro, Kosovo, Southeast Asia, the Association of Southeast Asian Nations, and Canada. He chairs the URBAN Intergroup and is a member of the European Internet Forum. Olbrycht has received several awards, including the Knight's Cross of the Order of Polonia Restituta, the Emperor-Maximilian-Prize, Franciszka Cegielska's Rose Award, and the MEP Award in the economic and monetary affairs category. He is married with 2 children."
23712,Jan Zahradil,"Jan Zahradil, Czech politician, born 30 March 1963 in Prague, Czechoslovakia, nationality Czech, educated at the University of Chemistry and Technology, Prague, profession scientist, married with two children, speaks Czech, Slovak, English, Russian, German, and Polish. Member of the Civic Democratic Party (1991-present). 

Offices held: 
Member of the Federal Assembly (1990-1992), 
Member of the Chamber of Deputies (1998-2004), 
Member of the European Parliament (2004-2024), 
Chairman of the ODS in the European Parliament (2004-2023), 
Vice-Chairman of the European Conservatives and Reformists Group (2009-2011), 
Chairman of the European Conservatives and Reformists Group (2011-2014), 
Vice-Chairman of the European Parliament's Committee on International Trade (2014-2019), 
President of the Alliance of European Conservatives and Reformists (2010-2020). 

Views: 
Two-track European Union reform advocate, 
Economic liberal, 
Anglophile, 
Atlanticist, 
National liberal, 
Libertarian, 
Supports liberal viewpoints on immigration and gay marriage, 
Critic of Czech monarchists and the Habsburg dynastic family, 
Eurosceptic."
197432,Jan-Christoph Oetjen,"Jan-Christoph Oetjen, a German politician, born on 21 February 1978 in Rotenburg an der Wümme, West Germany, studied economics at the University of Hannover. He is a member of the Free Democratic Party and the Alliance of Liberals and Democrats for Europe. He has been serving as a Member of the European Parliament since 2019 and became one of the Vice-Presidents of the European Parliament in 2024 under President Roberta Metsola. He is active in various committees and delegations, including TRAN, DACP, DEVE, LIBE, DROI, and DMAS. He is also a member of the European Parliament Intergroup on Anti-Racism and Diversity and the European Parliament Intergroup on Seas, Rivers, Islands and Coastal Areas. He received the ""Rising Star"" award at The Parliament Magazine's annual MEP Awards in 2024. He is married to a French woman and has two daughters."
197716,Jane Brophy,"Jane Brophy is a British politician, born on 27 August 1963, in Manchester, United Kingdom, and resides in Timperley, Greater Manchester. She is a dietician by profession, specialising in diabetes management, and holds a degree in biochemistry from the University of Leeds. Brophy has been a councillor for Trafford Metropolitan Borough Council, representing Village from 2003 to 2007 and Timperley from 2008 onwards, and serves as Liberal Democrat Deputy Group Leader. She is a member of the executive of Green Liberal Democrats and the British Dietetic Association board. Brophy was a Liberal Democrats Member of the European Parliament for North West England from 2 July 2019 to 31 January 2020, sitting on the Committee on Employment and Social Affairs, the Delegation for relations with the Federative Republic of Brazil, and as a substitute member on the Committee on the Environment, Public Health and Food Safety and Delegation for relations with Afghanistan. She has also contested several parliamentary elections, including Eccles in 2005, Altrincham and Sale West in 2010, 2015, 2017, and 2024, and a by-election in Oldham West and Royton in 2015."
197542,Janina Ochojska,"Janina Ochojska, a Polish humanitarian, social activist, and astronomer, born on 12 March 1955 in Gdańsk, Poland, with a disability from early childhood due to polio. She graduated in astronomy from the Nicolaus Copernicus University in Toruń in 1980. She was associated with the democratic opposition in the late 1970s, joined ""Solidarity"", and engaged in the distribution of underground publications after the introduction of martial law. She worked at the Astrophysics Laboratory at the Polish Academy of Sciences until 1984, then went to France for surgery and became involved in humanitarian aid. She founded the Polish Humanitarian Action in 1992 and has been its director since then. She was a volunteer for the EquiLibre foundation and organized a convoy of Polish aid for the former Yugoslavia in 1992. She married Michał Okoński in 1996, but the marriage ended in divorce in 2005. She has received several awards, including the Commander's Cross of the Order of Polonia Restituta, the Legion of Honour, and the Pax Christi International Peace Award. She has been a Member of the European Parliament since 2 July 2019, representing Lower Silesian and Opole, and is affiliated with the Civic Coalition and the European People's Party."
23781,Janusz Lewandowski,"Janusz Antoni Lewandowski, born June 13, 1951, in Lublin, Poland, is a Polish politician and economist. He graduated in economics from the University of Gdańsk, received a doctorate, and was a lecturer there until 1984. Lewandowski worked for Polish Oceanic Lines and was a lecturer at Harvard University. He is the founder of the Research Institute for Market Economy in Gdańsk. Lewandowski is an author and writes for several newspapers and magazines. He was an economics adviser to the Solidarity anti-communist movement from 1980 to 1989 and a founder of the Liberal Democratic Congress in 1988. Lewandowski was the Minister of Privatization in the cabinets of Jan Krzysztof Bielecki and Hanna Suchocka. He was a member of the Liberal Democratic Congress, Freedom Union, and Civic Platform. Lewandowski was a member of the European Parliament, Chairman of the Committee on Budgets, and the Budget and Financial Programming Commissioner of the European Commission. He is affiliated with the European People's Party and has expressed skepticism about the scientific consensus on anthropogenic climate change."
197510,Jarosław Duda,"Jarosław Duda, a Polish politician, was born on 29 April 1964 in Wrocław, Polish People's Republic. He is a member of the Civic Platform party. He was elected to the Sejm in 2005, serving from 2005 to 2007, and later became a Member of the European Parliament in 2019."
96771,Jarosław Kalinowski,"Jarosław Kalinowski, Polish politician, born 12 April 1962 in Wyszków, member of the Polish People's Party, served as Member of the Sejm from 14 October 1993 to 10 June 2009, representing the 18 – Siedlce constituency, held positions of deputy Prime Minister and Minister for Agriculture from April to October 1997 and from October 2001 to March 2003, leader of the PSL party from November 1997 to March 2004, Vice-Marshal of the Sejm from November 2005, and Member of European Parliament from Masovian Voivodeship constituency from 7 June 2009, contested the Polish presidential election in 2000 and 2005."
125042,Javier López Fernández,"Javier López Fernández, Spanish politician, MEP, member of the Socialists' Party of Catalonia, born 11 November 1985, served on the Committee on Employment and Social Affairs (2014-2019), Committee on the Environment, Public Health and Food Safety, Subcommittee on Security and Defence, Chair of the Parliament's delegation to the Euro-Latin American Parliamentary Assembly, member of the European Parliament Intergroup on Seas, Rivers, Islands and Coastal Areas, Member of the European Council on Foreign Relations, representing Spain in the European Parliament since 1 July 2014."
28347,Javier Moreno Sánchez,"Javier Moreno Sánchez, born 12 March 1965 in Geneva, Switzerland, Spanish politician, Member of the European Parliament for Spain, representing the Socialist Workers' Party. Served from 2004-2009 and since 2019. Part of the Party of European Socialists."
125005,Javier Nart,"Javier Nart Peñalver is a Spanish journalist and politician born on 19 August 1947 in Laredo, Cantabria. He studied law at the University of Barcelona and worked as a war correspondent in various countries. Nart is a non-religious individual who attended an Opus Dei school. He was a member of Citizens (Cs) from 2012 to 2019 and has been a member of the European Parliament since 2014, currently part of the Renew Europe group. Nart is a strong supporter of a united Europe and European integration, aligning foreign and defense policy with NATO. He believes in a European project that guarantees peace, democracy, and social welfare. Nart has expressed criticism towards the Fatah leadership and the Israeli occupation of Palestine. He has also shown concern about the use of remote-controlled drones in warfare and the dehumanization of casualties. Nart left Citizens in 2019 due to disagreement with the party's alliance with the PP and Vox."
197606,Javier Zarzalejos,"Javier Zarzalejos, a Spanish civil servant and politician, born June 6, 1960, in Bilbao, Spain. He is a member of the People's Party and has been serving as a Member of the European Parliament for Spain since July 2, 2019. He is part of the European People's Party group and serves on the Committee on Civil Liberties, Justice and Home Affairs. He has previously served as Secretary General of the Cabinet Office of Prime Minister José María Aznar from 1996 to 2004 and as secretary general of the Foundation for Social Analysis and Studies think tank since 2012."
124770,Jean-François Jalkh,"Jean-François Jalkh, a French politician, was born on 23 May 1957 in Tournan-en-Brie, France. He is a member of the National Front party. He served as the interim leader of the National Front from 25 April 2017 to 28 April 2017, succeeding Marine Le Pen and preceding Steeve Briois. Jalkh has been a Member of the European Parliament, representing East France from 2014 to 2019 and France from 2019 to 2024. He holds views considered to be part of the ""old guard"" of the National Front, including expressing skepticism about the use of Zyklon B in the Holocaust and opposing the expulsion of Jean-Marie Le Pen from the party."
204421,Jean-Lin Lacapelle,"Jean-Lin Lacapelle, born April 17, 1967, in Lyon, France, is a French politician and former Member of the European Parliament, representing France from February 1, 2020, to July 15, 2024, as a member of the National Rally party."
197628,Jean-Paul Garraud,"Jean-Paul Garraud, born 27 February 1956 in Toulouse, France, is a French politician and magistrate. He is a member of the National Rally and has been a Member of the European Parliament since 2 July 2019, representing France. He previously served as a member of the National Assembly for Gironde's 10th constituency from 19 June 2002 to 19 June 2012. He was a member of the Union for a Popular Movement and later The Republicans before becoming an Independent in 2019. He was re-elected to the European Parliament in 2024. He is the leader of the National Rally list in the 2021 regional election in Occitania and has been endorsed by influential politicians Louis Aliot and Robert Ménard."
96833,Jens Geier,"Jens Geier, a German politician and member of the European Parliament since 2009, representing Germany and affiliated with the Social Democratic Party of Germany and the Party of European Socialists. Born on 22 June 1961, in Frankfurt, West Germany. He graduated from Ruhr University Bochum in 1989 and has held various positions, including research assistant to Social Democrat MEP Detlev Samland, public relations officer for the North Rhine-Westphalia branch of the SPD, and worked at Projekt Ruhr GmbH and Deloitte. He has served on several committees, including the Committee on Budgets, Committee on Budgetary Control, and Committee on Industry, Research and Energy. He has been the parliament's rapporteur on several reports and motions, including the European Court of Auditors' report and the 2017 budget of the European Union. He is also a member of several delegations and intergroups, including the European Parliament Intergroup on Integrity and the European Parliament Intergroup on Western Sahara. Since 2017, he has been serving as leader of the SPD group within the Progressive Alliance of Socialists and Democrats. He has been involved in national politics, participating in coalition government negotiations in 2017 and 2021. He holds memberships in various organizations, including the Business Forum of the Social Democratic Party of Germany, Westdeutscher Rundfunk, Karl Funke Foundation, German United Services Trade Union, and Workers' Welfare Association."
124807,Jens Gieseke,"Jens Gieseke, born 18 May 1971 in Lingen, Lower Saxony, Germany, is a German politician and member of the Christian Democratic Union, part of the European People's Party. He completed his training in law at the University of Osnabrück, University of Lausanne, and University of Freiburg. From 2001 to 2005, he worked as a parliamentary assistant at the European Parliament in Brussels and was employed at the Working Group of German Airports. Since 1 July 2014, he has been serving as a member of the European Parliament for the Germany constituency, succeeding Hans-Gert Pöttering. He has been a member of the Committee on Transport and Tourism since 2019, previously serving on the Committee on the Environment, Public Health and Food Safety and the Committee of Inquiry into Emission Measurements in the Automotive Sector. He is also part of the Parliament's delegations for relations with India and Chile, and a member of the European Parliament Intergroup on the Digital Agenda and the MEPs Against Cancer group. In 2021, he urged the High Representative of the Union for Foreign Affairs and Security Policy to replace the European Union's ambassador to Cuba for allegedly siding with the country's Communist leadership."
124870,Jeppe Kofod,"Jeppe Sebastian Kofod, born 14 March 1974 in Copenhagen, Denmark, is a former Danish politician of the Social Democratic Party. He served as Minister of Foreign Affairs of Denmark from 27 June 2019 to 15 December 2022. Kofod previously served as a Member of the European Parliament from 2014 to 2019, where he led the Social Democrats from Denmark within the Party of European Socialists group. He was also a member of the Folketing, the Danish Parliament, from 1998 until 2014 and briefly as a substitute member in 2023. Kofod completed a Master in Public Administration at Harvard University's John F. Kennedy School of Government from 2006 to 2007. He was a member of the European Parliament's Committee on Industry, Research and Energy, the European Parliament Delegation for Relations with the United States, and the European Parliament Special Committee on Tax Rulings and Other Measures Similar in Nature or Effect. Kofod was also a supporter of the MEP Heart Group and a member of the Association of European Parliamentarians with Africa. He was Vice-President of the Progressive Alliance of Socialists and Democrats from 14 December 2016. Kofod was involved in several diplomatic incidents, including a controversy surrounding U.S. President Donald Trump's interest in buying Greenland from Denmark and the expulsion of 15 Russian diplomats and embassy staff from Copenhagen following the Bucha massacre in April 2022. He is a member of the Social Democrats and the Progressive Alliance of Socialists and Democrats."
95074,Jeroen Lenaers,"Jeroen Lenaers, a Dutch politician and Member of the European Parliament from the Netherlands, born on 29 April 1984 in Stramproy, Netherlands, to a Belgian mother and Dutch father. He studied European Studies at Maastricht University from 2003 to 2008. Lenaers is a member of the Christian Democratic Appeal and the European People's Party. He worked as a policy assistant to Ria Oomen-Ruijten, then Member of the European Parliament for the CDA. Lenaers has been a Member of the European Parliament since 1 July 2014, representing the Netherlands constituency. He has served on various committees, including the Committee on Employment and Social Affairs and the Committee on Civil Liberties, Justice and Home Affairs. He was the Parliament's rapporteur on legislation creating the European Labour Authority in 2019. Since 2021, he has been part of the Parliament's delegation to the Conference on the Future of Europe. He has also held positions as vice-chairman of the Parliament's delegation for relations with Southeast Asia and the Association of Southeast Asian Nations, and as a member of the European Parliament Intergroup on LGBT Rights and the European Parliament Intergroup on Trade Unions. In February 2024, he became the Vice-Chair of the European People's Party Group and succeeded Esther de Lange as the CDA's delegation leader in the European Parliament. He is married with two children."
28269,Jerzy Buzek,"Jerzy Buzek, a Polish politician, born on July 3, 1940, in Smilovice, Czechoslovakia, to a Lutheran family. He graduated from the Silesian University of Technology in 1963, specializing in chemical engineering, and became a scientist at the Chemical Engineering Institute of the Polish Academy of Sciences. Buzek was a professor of technical sciences from 1997 to 2001 and holds honorary doctorates from universities in Dortmund, Seoul, and Isparta. He is married to Ludgarda Buzek and has a daughter, Agata Buzek, a Polish actress. 

Buzek was an activist in the anti-communist movement, including the Solidarity trade union, and was its chairman. He was a member of the Solidarity Electoral Action and co-author of its economic program. Buzek served as Prime Minister of Poland from 1997 to 2001, leading a center-right coalition government and implementing significant reforms, including a new local government division, pension system reform, educational system reform, and medical care system reform. 

In 2004, Buzek was elected to the European Parliament, representing the Silesian Voivodeship, and was re-elected in 2009. He served as President of the European Parliament from 2009 to 2012, focusing on human rights, Eastern partnership, and economic governance. Buzek was a strong supporter of the Lisbon Treaty and played a key role in its implementation. 

He has received several awards, including the Grzegorz Palka Award, European of the Year, and the Order of Isabella the Catholic. Buzek is a member of the Civic Platform and the European People's Party."
197404,Jessica Polfjärd,"Jessica Polfjärd, a Korean-Swedish politician of the Moderate Party, was born on 27 May 1971, in Seoul, South Korea, as Zindalai Kim. She has been a Member of the European Parliament since 2 July 2019, representing Sweden. She was re-elected in the 2024 European Parliament election in Sweden. 

From 2 October 2006 to 1 July 2019, Polfjärd served as a Member of the Riksdag, representing Västmanland County. She was the chairman of the Employment Committee of the Riksdag from 2013 to 2014 and a member of the Committee on Industry and Trade from 2010 until 2013. Polfjärd served as the group leader of the Moderate Party in the Riksdag from 14 January 2015 to 3 October 2017. 

She was a member of the Swedish delegation to the Nordic Council from 2006 until 2012 and from 2018 until 2019. Polfjärd also served as the President of the Nordic Council from 1 January 2019 to 13 June 2019. 

As a Member of the European Parliament, Polfjärd has been serving on the Committee on the Environment, Public Health and Food Safety, and has been her group's rapporteur on national climate targets for EU countries and greenhouse gas emission cuts, a law to make batteries more sustainable, a law for the circular economy and second-hand market, and a European Commission proposal to legalize new gene-editing technologies for crops."
197399,Jessica Stegrud,"Jessica Stegrud, born 27 September 1970 in Slite, Sweden, is a Swedish politician and former Member of the European Parliament. She studied economics at Karlstad University and Gävle University College, and later completed a course in the French language at Université d'Angers. Stegrud worked as a management consultant at Sydkraft and EON Sverige AB from 2001 until her election to the European Parliament in 2019. She is a member of the Sweden Democrats and was part of the European Conservatives and Reformists in the European Parliament. Stegrud served as a Member of the European Parliament from 2 July 2019 to 25 September 2022, representing Sweden, and was a member of the energy committee, the committee for gender equality, and delegations for relationships with China. She resigned her seat in the European Parliament after being elected to the Swedish Parliament in the 2022 Swedish general election."
4550,Jill Evans,"Jill Evans, born May 8, 1959, in Ystrad, Rhondda, Wales, is a Welsh politician. She is a member of Plaid Cymru and the European Free Alliance. Evans was educated at Tonypandy Grammar School, the Polytechnic of Wales (now the University of South Wales), and the University of Wales, Aberystwyth, earning an M.Phil. She worked as a research assistant, public affairs officer for the National Federation of Women's Institutes in Wales, and Wales Organiser for CHILD. Evans was a councillor on Rhondda Borough Council, Mid Glamorgan County Council, and Rhondda Cynon Taf Council. She served as Chair of Plaid Cymru from 1994 to 1996 and President of the European Free Alliance. Evans was a Member of the European Parliament for Wales from June 10, 1999, to January 31, 2020, and held various roles including Vice-President of the Greens/European Free Alliance Group, member of the Committee on Culture and Education, and member of the Delegation for relations with Switzerland and Norway. She is married to Syd Morgan."
125706,Jiří Pospíšil,"Jiří Pospíšil, a Czech politician, born on 24 November 1975 in Chomutov, Czechoslovakia. He graduated from the Faculty of Law at the University of West Bohemia in 1999 and later served as the Dean of the same faculty from 2009 to 2010. Pospíšil is a lawyer by profession and has been affiliated with the Civic Democratic Alliance (1994-1998), the Civic Democratic Party (1998-2014), and TOP 09 (2014-2017 as an independent, 2017-). He served as the Minister of Justice twice: from 2006 to 2009 under Prime Minister Mirek Topolánek and from 2010 to 2012 under Prime Minister Petr Nečas. Pospíšil was a member of the Chamber of Deputies from 2002 to 2014 and has been a Member of the European Parliament for the Czech Republic since 2014. He was the leader of TOP 09 from 26 November 2017 to 24 November 2019, replacing Miroslav Kalousek and succeeded by Markéta Pekarová Adamová."
197501,Joachim Brudziński,"Joachim Brudziński, Polish, born 4 February 1968 in Świerklaniec, Poland, graduated from the University of Szczecin, PhD student of the University of Poznań, married with two daughters and a son, member of the Law and Justice party, elected to the Sejm in 2005, Minister of the Interior from 9 January 2018 to 4 June 2019, Deputy Marshal of the Sejm from 12 November 2015 to 9 January 2018, Member of the European Parliament, known for conservative and family-oriented views, tweeted that ""Poland is the most beautiful without LGBTs"" in 2020."
197482,Joachim Kuhs,"Generate a voting prediction prompt for Joachim Kuhs, a German politician born on 25 June 1956, in Schonach, who is a member of the Alternative for Germany party and the Christians in the AfD group, serving as a Member of the European Parliament for Germany since 2 July 2019, and also a member of the municipal council of Baden-Baden, with a background as a magistrate and a worker for the State Audit Office in Freiburg, and having expressed views on the ""Africanization of our culture."""
124837,Joachim Schuster,"Joachim Schuster, born 28 October 1962 in Rastatt, Germany, is a left-wing politician of the Social Democratic Party (SPD) who has been serving as a Member of the European Parliament (MEP) since 1 July 2014, representing Germany as part of the Party of European Socialists. He studied political science at the University of Marburg from 1984 until 1989 and graduated from the University of Bremen in 1993 with an analysis of the perspectives of the European Economic and Monetary Union. Schuster was a research associate in two different research projects regarding European Integration and the role of European trade unions from 1991 until 1994 and from 1997 until 1999. He was self-employed in policy consultation from 1994 until 1999 and manager of the Institute for applied social and political sciences from 1999 until 2006. Schuster started his political career in the student council and peace movement, joining the SPD in 1982. He became a deputy in the Bürgerschaft of Bremen from 1999 until 2006, serving as speaker for environmental and social issues. From 2006 until 2012, he was State Council in Bremen, responsible for work, youth, social issues, health, and science. As an MEP, he is vice chairman of the SPD group, member of the Committee on International Trade (INTA), and substitute member of the Committee on Employment and Social Affairs (EMPL). His main topics in the INTA include Africa, Ukraine, CETA, and TTIP, while in the EMPL, he focuses on digitalization. Schuster is a member of the EU delegation to the ACP-EU Joint Parliamentary Assembly and the EURONEST parliamentary assembly, as well as the European Parliament Intergroup on Trade Unions and the European Parliament Intergroup on Western Sahara. He is married with two children."
197530,Joanna Kopcińska,"Joanna Kopcińska, a Polish politician, born January 2, 1967, in Łódź, Poland, currently serving as a Member of the European Parliament, representing the Law and Justice party, constituency Poland."
38542,Johan Danielsson,"Johan Danielsson, born 30 June 1982 in Borlänge, Sweden, Swedish Social Democratic Party politician and trade unionist. Served as Minister for Housing from 30 November 2021 to 17 October 2022 under Prime Minister Magdalena Andersson and monarch Carl XVI Gustaf, succeeding Märta Stenevi. Previously, Vice-Chair of the European Parliament Committee on Transport and Tourism from 10 July 2019 to 30 November 2021, serving alongside Sven Schulze, István Ujhelyi, and Jan-Christoph Oetjen, under Chair Karima Delli. Member of the European Parliament for Sweden from 2 July 2019 to 30 November 2021 and from 16 July 2024."
238639,Johan Nissinen,"Johan Harry Nissinen, born 17 May 1989 in Värnamo, Sweden, is a Swedish politician who served as a Member of the Riksdag from 29 September 2014 to 11 September 2022, representing the Skåne Northern and Eastern constituency, and has been a Member of the European Parliament since October 2022, initially representing the Sweden Democrats, but switching to the People's List on 2 May 2024."
125106,Johan Van Overtveldt,"Johan Van Overtveldt, a Belgian journalist and politician, born 24 August 1955 in Mortsel, Belgium, educated at Saint Ignatius University Centre, member of the New Flemish Alliance since 2013, served as chief editor of Trends from 2010 to 2013 and Knack from 2011 to 2012, awarded the Prize for Liberty by Libera! in 2012, elected as a member of the European Parliament in 2014, served as Minister of Finance of Belgium from 11 October 2014 to 9 December 2018 under Prime Minister Charles Michel, succeeding Koen Geens and preceding Alexander De Croo, Ex-Officio Member of the Board of Governors of the European Investment Bank, European Stability Mechanism, African Development Bank, Asian Development Bank, European Bank for Reconstruction and Development, Inter-American Investment Corporation, International Monetary Fund, Joint World Bank-IMF Development Committee, Multilateral Investment Guarantee Agency, and World Bank from 2014 to 2018, chair of the Parliament's Committee on Budgets and member of the Committee on Economic and Monetary Affairs since 2019, author of Het einde van de Euro, Maandag geen economie meer?, The Chicago School, and Bernanke's test."
188636,John Howarth,"John Howarth, a British Labour Party politician, born on October 31, 1958, in Newcastle-upon-Tyne, England. He is married to Jane Coney, a designer, and has two children from his first marriage and a step-daughter. Howarth studied Economics at the University of Essex and later gained a master's degree in the History and Theory of 20th Century Art. He has worked in various fields, including information technology, design, business communications, and public affairs. Howarth was a councillor on Berkshire County Council, Reading Borough Council, and the South East England Regional Assembly. He served as a Member of the European Parliament for South East England from 2017 to 2020, and was a member of several committees, including the Budget Committee, Internal Market and Consumer Protection Committee, and Regional Development Committee. Howarth has also worked as a Senior Advisor to Signum Global Advisors and returned to Instinctif Partners as a Senior Counsel. He is a trustee for Northumberland CVA, a voluntary sector charity, and writes a weekly column at Substack."
197807,John Longworth,"John Longworth, born 14 May 1958 in Bolton, Greater Manchester, England, is a British businessman and politician who was educated at Smithills School and the University of Salford. He holds bachelor's and master's degrees, a postgraduate certificate in microbiology, and an honorary doctorate from BPP University. Longworth is a chartered company secretary and has worked as a director-general of the British Chambers of Commerce and co-chairman of Leave Means Leave. He was a Member of the European Parliament for Yorkshire and the Humber from 2019 to 2020, initially as a member of the Brexit Party but later as an independent after being expelled. Longworth has also been a member of the European Parliament Committee on Economic and Monetary Affairs and the European Parliament Committee on the Internal Market and Consumer Protection. He is currently affiliated with the Conservative Party."
197705,John Tennant,"John Tennant, born 25 December 1986 in Newcastle upon Tyne, England, full name John David Edward Tennant, is a British politician who was a Brexit Party Member of the European Parliament (MEP) for North East England from 2 July 2019 to 31 January 2020. He was the former party leader of Independent Union, serving from 18 February 2019 to February 2020. Tennant is a councillor on Hartlepool Borough Council for the Jesmond ward, initially elected on 5 May 2016. His party affiliations include Reform UK (2019–present), Independent Union (2019–present), and formerly UKIP (2016–2018). Prior to his Brexit Party membership, he was a UKIP group leader for Hartlepool Borough Council and worked as an office manager for MEP Jonathan Arnott in 2018."
188733,Jonathan Bullock,"Jonathan Bullock, born 3 March 1963 in Nottingham, England, is a British politician. He was a Member of the European Parliament for the East Midlands constituency from 1 August 2017 to 31 January 2020. He was educated at Nottingham High School and Portsmouth University, where he received a BA (Hons) degree in politics. He is a Fellow of the Royal Society of Arts. He worked in the House of Commons, advertising agencies, the Advertising Association, the British Road Federation, and the Chartered Institute of Logistics and Transport. He was a councillor and cabinet member on Kettering Borough Council. He was a member of the Conservative Party, UKIP, and the Brexit Party, and has run for various offices under these parties, including the European Parliament, Northamptonshire County Council, and parliamentary seats in Manchester Gorton and Gedling. He resigned from UKIP in 2018 and joined the Brexit Party in 2019."
125046,Jonás Fernández,"Jonás Fernández Álvarez, a Spanish politician, born 8 January 1979 in Oviedo, Spain. Economist by profession, Fernández earned a licentiate degree in Economics at the University of Oviedo, an M.A. in Economics and Finance from CEMFI-Bank of Spain, and an Executive MBA from IESE Business School. He served as Secretary-General of the Socialist Youth of Oviedo, worked for Solchaga Recio & asociados, and lectured at the Charles III University of Madrid. Fernández is a member of the Spanish Socialist Workers' Party and has been a Member of the European Parliament for Spain since 1 July 2014. He is part of the Progressive Alliance of Socialists and Democrats, serving on the Committee on Economic and Monetary Affairs and the Subcommittee on Tax Matters. Fernández is the spokesperson for the S&D group in the ECON Committee and the parliament's rapporteur on measures to ease capital and accounting burdens on banks during the COVID-19 pandemic. He is the author of ""Una alternativa progresista"" (2013)."
131580,Jordan Bardella,"Jordan Bardella is a French politician born on 13 September 1995 in Drancy, Seine-Saint-Denis, France. He is the president of the National Rally (RN) since 2022 and a Member of the European Parliament (MEP) since 2019. Bardella is a regional councillor of Île-de-France since 2015. He was raised by his single mother, a kindergarten assistant, in a local council tower block in Drancy. Bardella's father is a small-medium business owner specializing in beverage vending machines. He dropped out of Paris-Sorbonne University to focus on politics. Bardella has expressed opposition to same-sex marriage, supports cutting social services for people who illegally arrived in France, and advocates for legalizing cannabis for medical purposes. He has also stated that immigration could lead to the extinction of France, the French identity, French sovereignty, and ""France's soul"". Bardella intends to abolish birthright citizenship and toughen border control to limit refugees' freedom of movement. He has been in relationships with Nolwenn Olivier, Kelly Betesh, and Kerridwen Chatillon. Bardella is an agnostic. He has been indicted for describing the city of Trappes as an ""Islamic republic"" and has been suspected of fake employment at the European Parliament."
126644,Jordi Cañas Pérez,"Jordi Cañas Pérez, born 12 December 1969 in Barcelona, Spain. Education: Degree in Geography and History from the University of Barcelona. Member of the European Parliament for Spain since 2 July 2019, term ending 16 July 2024. Member of Citizens - Party of the Citizenry since 2006, previously a member of the Socialist Party of Catalonia from 1987 to 2003. Former Member of the Catalan Parliament for Barcelona from 28 November 2010 to 29 April 2014. Served as National Spokesman of Citizens, Secretary of Political Action and Strategy, and Secretary of Communication and Spokesperson. Resigned from the Parliament of Catalonia in 2014 due to alleged tax fraud, later cleared of charges in 2018."
185974,Jordi Solé Ferrando,"Jordi Solé i Ferrando, a male Catalan politician from Spain, born 26 October 1976 in Caldes de Montbui, Vallès Oriental, Catalonia, Spain, educated in political sciences at Autonomous University of Barcelona. He is a member of the Republican Left of Catalonia and has served as a Member of the European Parliament since January 2017, initially representing the constituency of Spain from 3 January 2017 to 30 June 2019, succeeding Ernest Maragall, and again from 23 July 2020, succeeding Oriol Junqueras. He is a member of the Committee on Foreign Affairs since 2017 and the Committee on Budgets since 2017."
197829,Jorge Buxadé Villalba,"Jorge Buxadé Villalba, Spanish politician, MEP, born 16 June 1975 in Barcelona, Spain. Education: law degree from Abat Oliba CEU University. Occupation: lawyer, politician. Party affiliation: Vox (2014–present), previously Falange Española de las JONS (1995), Falange Española Auténtica (1996), People's Party (2004–2014). Positions held: Co-chairman of the European Conservatives and Reformists, Head of the Vox Delegation to the European Parliament, Member of the European Parliament for Spain (2 July 2019 - 5 July 2024). Awards: Order of Saint Raymond of Peñafort, Hungarian Order of Merit. Ideology: right-wing, anti-Catalan independence, conservative. Associations: Societat Civil Catalana, Fundación Joan Boscà, Foro Catalán de la Familia, Madrid Forum. Influences: José Antonio Primo de Rivera, Ernesto Giménez Caballero."
197394,Josianne Cutajar,"Josianne Cutajar, a Maltese Labour Party politician from Victoria, Malta, born 27 December 1989, served as a Member of the European Parliament for Malta from 2 July 2019 until 2024, sitting on the Committee on Industry, Research and Energy, supporting the MEP Alliance for Mental Health, the European Parliament Intergroup on Seas, Rivers, Islands and Coastal Areas, and the European Parliament Intergroup on LGBT Rights, and part of the Parliament's delegation for relations with Australia and New Zealand."
