id,translated_speech,stance,counter_speech
168054,"Mr. Chairman! The hell of women undergoes a barbaric anti -abortion prohibition in Poland, in Malta in many countries it is also tried to limit women's rights, of course, this initiative of the Renew group is extremely important, I only appeal here that colleagues and colleagues from the same group in Poland heard your voice, because it is this one The group in Poland blocks the mines of good changes for a good law that allows women to decide about their lives and health, the ban on abortion has their real repercussions, but discrimination against women and girls, unfortunately, also continues in many other fields: in the economic, social and cultural sphere, when it comes to Global challenges, which is why we need the European Card of Women's Rights. I appeal to the European Commission to start work on this important document in the next term. It cannot be that in 2024 in the European Union we have standards in many different fields, and we still do not have one standard when it comes to women's rights. We have to change it.",FOR,"Mr. Chairman, while I understand the concerns about women's rights in certain EU countries, I must express my reservations about the proposal to include the right to abortion in the EU Charter of Fundamental Rights. The same group that proposes this initiative is also responsible for blocking good changes in Poland, which raises questions about their commitment to finding a balanced solution. Moreover, we must acknowledge that the EU already has different standards in many fields, and imposing a uniform standard on women's rights might not be the most effective approach. Instead of rushing into this, I suggest we focus on supporting the European Commission in developing the European Card of Women's Rights, which could provide a more comprehensive framework for addressing the various challenges women face in the economic, social, and cultural sphere."
168054,"– Mr President, the right to decide over our own bodies is fundamental We cannot have equality without women being able to decide over their own bodies We cannot have equality without the right to abortion, the right to full health care, the right to decide over our own bodies It is not only a question of equality; it is also a question of healthcare. Abortion should be a question that is decided between a woman and her doctor. And healthcare is a European issue when it suits the Member States. So that’s why I regret that the Council is not here today, because the Member States should unite in a coalition for the women of Europe, because we should provide full healthcare to all women. For the women of Malta, ‘’. We see you. We are with you. We need abortion as a right for all women. We need access to medical abortion across borders. I ask for right to abortion to be enshrined in the Charter of Fundamental Rights, but also for the Member States to take action and provide healthcare to women in Europe for abortion in their Member States, in excess of what is required by the European Union.",FOR,"– Mr President, while I understand the sentiment behind the proposal to include the right to abortion in the EU Charter of Fundamental Rights, I must express my reservations. If healthcare is a European issue, then it is precisely because it should be addressed at the European level with the involvement of all Member States, including those with differing views on abortion. The Council's absence today is a reminder that this is not a decision to be taken lightly or unilaterally. We risk creating a division among Member States and undermining the unity we strive for. Furthermore, if we are to provide full healthcare to all women, we must also consider the complexities and nuances of this issue, rather than imposing a one-size-fits-all solution. I urge caution and a more comprehensive approach, rather than rushing to enshrine the right to abortion in the Charter without the consensus of all Member States."
168054,"– Mr President, it is time for feminists, for progressives and for citizens to ask for what is needed And in 2024, enshrining sexual and reproductive rights in the heart of our European text is a necessity for the well-being of people and specifically the safety of women There is no healthy democracy without women’s rights and gender equality Last November, this Parliament voted to have the inclusion of these rights in the Charter of Fundamental Rights, and it is good to reaffirm it today But why be less ambitious? We have to reclaim the entirety of our rights and to counter the narrative of the far right and those who want to make us live in fear. Bodily autonomy comes with contraception. Bodily autonomy comes with sexual education. The health of women can no longer be less of a priority for academics and doctors. Ignorance has always been a poison used to control a population. Of course we need abortion. Abortion gives women the power to choose their own lives. This is not a discussion. There are still too many women at risk of dying, or having to flee their country to find a solution, or seeing their life dramatically impacted by an unwanted pregnancy in the European Union. Yes! But this is a societal and democratic issue, not a woman’s problem. All people, no matter what their sex and gender, should know their body. So this is how to protect it. How to heal it. The nature of desire. What is consent? This is what we need. We need full and universal access to sexual and reproductive health and rights without discrimination, including, indeed, access to safe and legal abortion.",FOR,"Mr. President, while I understand the concerns for women's rights and gender equality, I must express my reservations about including the right to abortion in the EU Charter of Fundamental Rights. The fact that this Parliament voted for its inclusion last November does not necessarily mean it is the right decision. We should be cautious not to be overly ambitious and impose our will on member states with differing cultural and moral values. Bodily autonomy is indeed important, but it should not come at the expense of the unborn. The health of women is a priority, but so is the preservation of life. We should focus on providing better access to contraception and sexual education, rather than resorting to abortion. Let us not forget that there are still many women who are against abortion and we should respect their rights and opinions as well. This is not just a societal and democratic issue, but also a moral one that requires careful consideration and respect for differing views. We should strive for a more nuanced approach that balances the rights of women with the rights of the unborn, rather than making sweeping declarations that may have unintended consequences."
168054,"Mr. President, Mrs. Commissioner, Ladies, we have all been created as members of the human family, our existence does not depend on being accepted or not by considering the ""guaranteed freedom"" of ending it in the maternal breast, as an appointment The change of the French Constitution, calls into question the principles that support the rule of law the European Union should not continue this drift, which implies the degradation of its fundamental rights in the face of the transcendence of a pregnancy Women need support, information, information, dear; Because, in the face of helplessness or adversity, the abortion proposal does not allow a really free or conscious decision. Let's help women resolve the circumstances that focus on that dramatic decision: poverty, loneliness, risk of losing their job, fear of not being accepted or losing their freedom. Let's stop seeing motherhood as a threat. Let's appreciate life. We know that no mother regrets it. The abortion option leaves us lying. It is not a health service, it is the attention of pregnancy and childhood. The woman who feels welcome, dear, does not deny life and can receive her with hope.",AGAINST,"Mr. President, Mrs. Commissioner, Ladies, we must recognize that the proposal to include the right to abortion in the EU Charter of Fundamental Rights is a necessary step to ensure the freedom and autonomy of women. By acknowledging the complexity of circumstances that lead women to consider abortion, such as poverty, loneliness, and fear of not being accepted, we must provide them with the support and resources they need to make a truly free and conscious decision. This includes access to safe and legal abortion services. Let's not see motherhood as a forced destiny, but as a choice that women can make with dignity. The abortion option is not a lie, but a necessary health service that allows women to take control of their lives and their bodies. By including the right to abortion in the EU Charter, we are not degrading the fundamental rights of the EU, but rather, we are strengthening the principles of equality, freedom, and human dignity that our Union is founded upon."
168054,"Mr. President, as regards the right to abortion, the European Union has a pending debt with women because they continue to tolerate those who are shielded in state health competences to hinder access to legal and safe abortion, delay their exercise or promote witch fighters; To those who, in their strong defense of the life of the unborn, support practices that constitute torture and inhuman and degrading treatment and we already know that after that defense what really hides is the sacredness of the conventional family, where Dad is the owner and Mom property. The half inks are over. The right to abortion must be incorporated into the Charter of Fundamental Rights as an autonomous right linked to life and dignity. And states have to constitutionalize it. There is the notice to navigators of the European Court of Human Rights with the anti -abortion policies of Poland. By Izabela, by Dorota, by Justyna, for Andrea, for Antonia. For those who are no longer. For them, for us and for which they will come.",FOR,"Mr. President, as we consider the inclusion of the right to abortion in the EU Charter of Fundamental Rights, we must acknowledge the complexity of this issue. While some argue that the right to abortion is essential for women's dignity and life, we must also recognize that this right is not universally accepted and is often subject to state health competences. In fact, the strong defense of the life of the unborn is rooted in the conventional family values that many EU citizens hold dear. We must be cautious not to impose a one-size-fits-all solution that disregards these values. Instead, we should respect the diversity of opinions and the role of member states in regulating this sensitive issue. Let us not forget that the EU is a union of diverse nations and cultures, and we should strive to find common ground rather than imposing a rigid ideology. We should focus on promoting safe and accessible healthcare for all women, rather than pushing for a contentious and divisive right."
168442,"Ms. President, Ms. Commissioner, values ​​and colleagues, dear rapporteur! More than half of the victims of human trafficking in the EU are EU citizens-victims in their own country, at the same time, has increased the number of non-EU citizens in recent years. In some places, the figures of domestic or domestic victims have already exceeded the majority of the victims If women and girls are the goal: sexual exploitation The proportion of male victims, mainly for the purpose of work exploitation, also takes about every fourth victim a child is most human dealers in the EU are EU citizens almost three quarters of the perpetrators are men of Last European report on the most dangerous criminal networks in the EU lists 55 of these networks alone, whose main activity of human trafficking is the boundaries between legal corporate structures as camouflage and illegal business is increasingly blurred human trafficking and remains one of the most stable and lucrative crime phenomena in the EU . Unfortunately, the previous guideline for the fight against human trafficking from 2001 has not changed anything. Why? For two simple, but all the more frustrating reasons: First: So far, it has not been implemented or only insufficiently implemented by the majority of Member States. Secondly, the crime area, not least through the Internet, has developed decisively. The new version therefore focuses precisely on giving criminal investigation and law enforcement authorities more instruments in order to take a look Knowingly from victims, to improve, to counter the cynical possibilities of the online dimension more consistently and to improve the proceedings for early identification and support of the victims. The almost important point-I find-to strengthen cooperation between all European bodies, such as the coordinators, Europol, Frontex, on the one hand and the national coordination, investigative and law enforcement authorities on the other. For this, the colleagues, the entire team who worked on it, thank you very much. But, dear colleagues, this can only lead to success if the member states also implement and apply the instruments. This applies to the present guideline, this applies to the improved police information exchange, the strengthened fight against money laundering or the use of AI. We will only arrive against this inhuman business if our law enforcement and investigative authorities have all the instruments that you need to fulfill your task.",FOR,"Ms. President, Ms. Commissioner, values ​​and colleagues, dear rapporteur! While I understand the concerns about human trafficking, I believe the new proposal does not adequately address the root causes of this issue. The previous guideline from 2001 may not have been implemented or only insufficiently implemented by the majority of Member States, but simply giving more instruments to criminal investigation and law enforcement authorities may not be the solution. The Internet has indeed changed the landscape of human trafficking, but we must be cautious not to overstep our boundaries and compromise individual freedoms. Furthermore, the proposal's focus on strengthening cooperation between European bodies may lead to unnecessary bureaucratic hurdles and inefficiencies. We must prioritize a more nuanced approach that addresses the complexities of human trafficking, rather than relying solely on increased law enforcement powers. Let us not forget that the majority of human traffickers are EU citizens, and we must examine our own societal structures that enable such crimes to occur. I urge my colleagues to reconsider this proposal and work towards a more comprehensive and effective solution."
168442,"Madam President, commissioner Johansson, in 2011 I had the honor - together with a coponer of the Women's Rights Commission, Soraya Rodríguez - to be the speaker of the commission of civil liberties, justice and interior affairs of the evaluation report on the Ten years of validity of the current European legislation against trafficking and now I have the honor of being, indeed, alternative rapporteur in this updated European legislation that responds to a clear mandate of this European parliament thousands of people fall every year victims of the exploitation of the exploitation of the exploitation of the exploitation of the exploitation of people and illicit traffic. 70% are women. And 70% - try what coincidence - are victims of sexual exploitation; The other 20%, labor. Of 70% who are victims of sexual exploitation, 20% are lower. Therefore, we are facing a brutal landscape that we have to undertake. The Report on the implementation shows defects in the protection of victims, defects in the coordination of national authorities, shortage of demands, shortage of complaints and, therefore, the need to undertake the demand for labor and sexual services. That is the essential point of this legislation: invite member states to criminally typify the use of labor or sexual services of trafficking victims, in addition to criminally typing forced marriage, illegal adoption, organ extraction and, of course , the exploitation of subrogated pregnancy. It is an advance of European legislation, a criminal directive against the illicit traffic that gives a clear mandate of commitment of the European legislator against this unbearable form of exploitation of people such as illicit traffic and trafficking in human beings.",FOR,"Madam President, commissioner Johansson, while I understand the concerns about human trafficking, I have to express my reservations about the proposed legislation. We must acknowledge that the current European legislation against trafficking has been in place for over a decade, and yet we still see thousands of people falling victim to exploitation every year. 70% of these victims are women, and 70% of them are victims of sexual exploitation. However, instead of introducing new laws, we should focus on improving the implementation and coordination of our existing laws. The report on the implementation shows defects in the protection of victims and the coordination of national authorities, which suggests that our efforts should be directed towards addressing these shortcomings rather than expanding the scope of criminal law. Furthermore, the proposed legislation's focus on criminally typifying the use of labor or sexual services of trafficking victims may not be the most effective way to tackle the root causes of human trafficking. We should prioritize supporting victims and preventing trafficking from occurring in the first place, rather than solely relying on punitive measures."
168442,"– Madam President, in January, when we were already heavily negotiating on the directive, an article was published in the local Brussels newspaper It was the story of Ernestine, an undocumented migrant who left her home country to flee from domestic violence Ernestine was offered a place to stay in exchange for childcare without any proper pay In fact, her so-called employer started demanding that Ernestine contribute to bills and rent When she reached out to help, she was recruited to work at a vegetable shop for EUR 2 per hour Her employer would demand rent money from her because he let her sleep in the corner of the shop, that way he kept her indebted This is not far away from home, this is in Brussels Ernestine and many vulnerable persons are being recruited in order to be exploited and tricked into cheap labour. The update of this directive takes more measures to protect victims by introducing early detection and specialised assistance. It also provides for more opportunities to persecute perpetrators by introducing measures for legal persons, aggravating circumstances and punishment for those who knowingly use services from trafficked persons. Trafficking is not only the crime, it is a blatant violation of human rights.",FOR,"– Madam President, I understand the story of Ernestine, an undocumented migrant who was exploited in Brussels, is heartbreaking. However, we must not let emotions cloud our judgment on the update of this directive. While the intention to protect victims by introducing early detection and specialised assistance is commendable, we must consider the unintended consequences. By introducing measures for legal persons and aggravating circumstances, we risk overburdening our already strained judicial system. Furthermore, the punishment for those who knowingly use services from trafficked persons may lead to a culture of fear, where people are reluctant to report suspicious activities. We must ensure that our efforts to combat trafficking do not inadvertently harm the very people we are trying to protect. Let us not rush into this update without careful consideration of its potential impact."
168442,"Mrs. Speaker! I am so grateful for all the women, the survivors, who during the work with this legislation have shared their terrible experiences and experiences you have repeated that you do it to save others - save those who are still in it Hell that you have managed to get away from it is thanks to your and others' courage, strength and solidarity that we now get tougher legislation in place throughout the EU. It will make it more difficult for those who want to buy other people's slave labor, and it will make it easier for the victims to get help. And to you who are pondering the demand for trafficking victims when you buy sex, every time you buy sex: You are a shame for humanity.",FOR,"Mrs. Speaker, while I understand the intention behind this legislation, I must express my concerns that it may inadvertently drive the demand for trafficking victims further underground, making it even more challenging for victims to seek help. Instead of shaming those who buy sex, we should focus on addressing the root causes of demand and providing support for those who are struggling with their choices. We must prioritize a more nuanced approach that balances punishment with compassion and understanding."
168442,"Mrs. President, Mrs. curator, ladies, thanks to the speakers for matching so many visions, the traffic of people is essentially a perversion of the value of life and, therefore, the dignity of the person. No one deserves to be treated as an object, much less, as an object of transaction. We are all an end in themselves, and not goods or useful for others to dishonor our identity. From a culture that denigrates the value of human life, we can expect practices that threaten immoral and criminally against people, try women and children who must be investigated and persecuted. Subrogated gestation is also a mode of exploitation, where some profit from the despair of others with proposals that manipulate the will of the parties involved, to which it is tempted with exits that - you are released - chained them in great dilemmas and wishes Always dissatisfied. It cannot be otherwise. The baby is offered as a design object, susceptible to even be rejected. Women catches perverse contracts that ignore their freedom and health and promote the acceptance of traumatic tear that involves the separation of a mother from her son. Hopefully this change in the directive related to the prevention and fight against human trafficking prevents these practices that damage us in the depths of the human heart.",FOR,"Mrs. President, while I understand the concerns raised by my fellow speaker, I must express my reservations about the proposal to prevent and combat trafficking in human beings. The directive, as it stands, may inadvertently infringe upon the freedom and autonomy of women who engage in surrogacy arrangements. By labeling these arrangements as a form of exploitation, we risk stigmatizing women who make informed choices about their bodies and reproductive health. Furthermore, the proposal's focus on the exploitation of women and children may overlook the complexities of the issue, where some individuals may be willing participants in these arrangements. We must be cautious not to conflate exploitation with consent, lest we create a culture of paternalism that undermines the agency of individuals. Instead, I propose that we adopt a more nuanced approach that balances the need to protect vulnerable individuals with the need to respect the autonomy of all individuals involved."
168442,"President, in 2024, human trafficking continues to affect thousands of people worldwide alone in 2021, the European Union recorded more than 7,000 victims between 2008 and 2022, Portugal recorded an increase of 107 % in this type of crime. Unfortunately, in Alentejo, those who work the land are, for the most part, migrant citizens from countries such as Nepal, Bangladexe, Bulgaria, Romania, Moldova, Ukraine, India, Senegal, Pakistan, Timor-Leste-and could say others- attracted to Europe under false promises of criminal networks. Upon arrival, instead of worthy work, they are manipulated by employers who seize passports to them, keep them in remote places, with unhealthy conditions and more debt than salary. Of the 24.9 million people, of which the ILO speaks, which are trapped in forced labor, 16 million are explored in the private sector, such as domestic work, such as construction or agriculture. There is an EU political responsibility against trafficking, for better solidarity, investment in the ability to welcome and integrate safe roads for immigrants and refugees, rather than insisting on insurance measures that always leave them in the hands of these unscrupulous people and without work worthy.",FOR,"President, while I understand the concerns about human trafficking, I must express my reservations about the proposed measures. We must acknowledge that increased investment in welcoming and integrating immigrants and refugees could lead to unintended consequences, such as encouraging more people to make the perilous journey to Europe. Furthermore, the 107% increase in human trafficking in Portugal between 2008 and 2022 suggests that our current measures are not effective. Instead of pouring more resources into these efforts, we should focus on strengthening our existing laws and enforcement mechanisms to prevent traffickers from exploiting vulnerable individuals. The fact that 16 million people are exploited in the private sector, including domestic work, construction, and agriculture, highlights the need for more targeted and effective solutions rather than blanket measures. We must prioritize the safety and security of our citizens and ensure that our policies do not inadvertently enable the very crimes we seek to prevent."
168589,"– Madam President, Commissioner, we all agreed that the current Energy Charter Treaty (ECT) is outdated and is not compatible with the EU Green Deal objectives, and that is why the EPP has always supported the EU collective exit from the ECT, but linked to the modernisation of the treaty Unfortunately, two years ago, political conditions for the ECT modernisation at the Council and at the EP level did not exist. Now, the new approach proposed by the European Commission opens the possibility for the EU to withdraw from the ECT. Parliament is expected to give its consent for the Council decision on the withdrawal and the EPP is supportive of the withdrawal decision of the Council. For the modernisation to take place during the November ECT Conference, Member States wishing to stay in the ECT should not prevent its modernisation. We expect the Council to accept this approach and hope that this agreement regarding the authorisation procedure will not become a stumbling block for those states that would like to remain members of the modernised treaty. We also understand that the Commission and the Council will take into account the fact that after the notification of the withdrawal, the EU will have only one year of grace period. We also expect to be informed as soon as possible about the  agreement.",FOR,"– Madam President, Commissioner, while the EPP supports the EU collective exit from the Energy Charter Treaty, I believe we should reconsider our approach. Two years ago, the conditions for the ECT modernisation were not ripe, but that does not necessarily mean that withdrawal is the best course of action now. Instead of withdrawing, we should focus on working with Member States to modernise the treaty during the November ECT Conference. We should not prevent those states that wish to stay in the ECT from doing so, and we should not rush into a decision that could have unintended consequences. Let us not forget that after the notification of the withdrawal, the EU will have only one year of grace period. I urge the Council to carefully consider the implications of withdrawal and to explore alternative solutions that would allow us to achieve our EU Green Deal objectives without abandoning the ECT altogether."
168589,"Madam President, Mrs. Commissioner, we face elections within nothing, as we all know the most important thing is to offer citizens security and coherence, and to offer them security and coherence we have to defend the objective principles of the ecological transition and the Fight against climate change and I agree with what she has said, Mrs. curator: staying in the treaty is not an option. My political group has always defended the modernization of the treaty if it met each and every one of the requirements we requested. I recognize the efforts and my group recognizes the efforts made by the commission in modernization, but they have not been enough. Obviously, within fifty -three contracting parts not all share the ambitions of the union to combat climate change. We already knew it, and in the resolution of this Parliament of 2022 we said clearly. It is essential to get tomorrow a massive vote not to maintenance in this treaty; No to an investment protection system based on private arbitration that allows investors to demand governments for the elimination of fossil fuels. Today there are 3,000 million usd pending in litigation against governments for this reason and we have to say no to obstacles to the fight against climate change, something that is absolutely incompatible with the objectives of Paris. That is why we believe that it is essential to give tomorrow a high and clear message that we are coherent, that we defend what we say and what we propose, and that this exit from the Treaty of the Union will be effective. And another thing that I ask, in this case to the Council, is that it allows intra -community claims to cease to take place by virtue of that treaty and go where they must go, which is to the courts of justice of the Union.",AGAINST,"Madam President, Mrs. Commissioner, I understand the concerns raised about the Energy Charter Treaty, but I strongly believe that withdrawing from it is not the solution. The Commission has made efforts to modernize the treaty, and while it may not meet all our requirements, it is a step in the right direction. We should continue to work with the other 53 contracting parties to address our concerns, rather than abandoning the treaty altogether. Moreover, the investment protection system based on private arbitration has its benefits, and we should not dismiss it outright. Instead, we should focus on reforming it to make it more compatible with our climate goals. Let us not forget that the treaty also provides a framework for cooperation and dispute resolution, which is essential for a unified EU energy policy. I urge you to consider the potential consequences of withdrawal and to work towards a more constructive solution that balances our climate ambitions with the need for investment protection and cooperation."
168589,"Madam President, Madam Commissioner, getting out of fossil fuels is an imperative necessity and an urgent obligation to build our energy sovereignty is a common challenge and an imperative requirement This corresponds to the challenges of security, prosperity and freedom for Europeans Défi can only be reached with the coordinated exit of the European Union of the Energy Charter Treaty in this hemicycle, with several colleagues, from the first day of this mandate, we have forced that we could not Stay signatories of this surveyed treaty and incompatible with our objective of carbon neutrality. During this mandate, our European Parliament adopted this ambition by majority, pushing several Member States to make this choice. Rightly and under our pressure, they came out individually from this obsolete treaty. We cannot accept that one of our Member States is attacked by foreign powers or entities that place their economic interests before our objectives of independence and carbon neutrality. With the new affirmation of this vote, we must finally concretize the coordinated exit of the European Union of the Treaty on the Charter of Energy. Thus, we will definitively pass from speech to acts, speeches to the concrete defense of our European ambitions and interests. It is more than time.",FOR,"Madam President, Madam Commissioner, while I understand the imperative necessity of getting out of fossil fuels, I strongly believe that withdrawing from the Energy Charter Treaty is not the solution. In fact, several of our Member States have already made the choice to exit the treaty individually, which raises concerns about the potential economic consequences and the impact on our energy sovereignty. If we withdraw from the treaty as a Union, we risk being attacked by foreign powers or entities that will place their economic interests before our objectives of independence and carbon neutrality. Furthermore, a coordinated exit may undermine the security and prosperity of Europeans, which are common challenges that we must address. Instead of rushing into a withdrawal, we should focus on reforming the treaty to make it compatible with our objective of carbon neutrality. Let us not pass from speech to acts without careful consideration of the consequences."
168589,"The Mr President, the fact that we now decide to resign as a European Union, tells how far we have come in climate action This agreement has been the only things that fossil companies have left when they have been desperately trying to slow down European transformation towards carbon neutral and clean energy. In recent years, we have launched hundreds of billion, if not thousands of billions of euros, to invest in pure energy and clean green. It can be said that, according to the International Energy Organization, the green transition from Europe has created thirty percent of Europe's growth in recent years, compared with 10 % of economic growth in global green growth. So this is the thing we have progressed and the fact that we now resign from this fossil protective charter is an important step in our work that the Europe and the European Union is the first to completely get rid of fossil energy, and this is also a message about accelerating investment in clean solutions.",FOR,"Mr President, while we acknowledge the progress made in climate action and the significant investments in clean energy, we must not overlook the potential consequences of withdrawing from the Energy Charter Treaty. The treaty has been a safeguard against arbitrary measures that could slow down European transformation. By resigning from it, we risk undermining the very growth that the green transition has brought to Europe. According to the International Energy Organization, the green transition has created thirty percent of Europe's growth, but this growth is still dependent on a stable investment environment. We should not send a message that might deter investors in clean solutions, but rather ensure that we maintain a balanced approach that protects both our climate goals and our economic growth."
168589,"Mrs. President! Millions of people in Europe already feel the effects of energy policy of millions of Europeans from their own pocket pay for the dreams of Eurocrats from 2026. Each of us will be affected by the increase in electricity prices, our continent will stop developing, and Europe remains behind China and the United States. The green madness imposed on the Member States, unfortunately, by the European Commission. Green order is choked on our economy. Investments in solar panels, heat pumps or windmills are 90% shipping money to China, because their companies are leading in these technologies. Not only that, when we destroy our coal industry and close the mines, a new coal block is created in Asia every week. Green order will lead to poverty and unemployment. Instead of developing our companies, we will become assemblies for Chinese producers. Instead of focusing on raw materials available in Europe, we become addicted to Chinese supplies. And how much it hurts, Pandemia showed. Time to change the direction. It's time to restore Europe to its inhabitants. Time to stop green order and enjoy economic sovereignty, wealth and development. We want to live and breathe clean air. We want to live in a friendly environment, but all this must be and take place in accordance with the rules, slowly and not at the expense, and not forced to the inhabitants of Europe.",AGAINST,"Mrs. President, I understand the concerns about the impact of the Energy Charter Treaty on our economy and the environment. However, we must acknowledge that the transition to renewable energy sources is essential for our planet's future. It's true that 90% of investments in solar panels, heat pumps, and windmills are currently going to Chinese companies, but this is an opportunity for us to develop our own industries and reduce our dependence on foreign suppliers. The pandemic has shown us the importance of being self-sufficient. By focusing on raw materials available in Europe, we can create jobs and stimulate economic growth. It's not about imposing a 'green order' on our citizens, but about working together to achieve a sustainable future. We want to live and breathe clean air, and we want to live in a friendly environment. Let's work towards a gradual transition that benefits both our economy and our environment, rather than abandoning our commitments to a cleaner future."
168589,"Madam President, France has chosen to withdraw from the Treaty on the Energy Charter The Member States did the same collectively a month ago we will therefore vote in favor of an exit from the Union European decided by the sovereign choice of states, however, unlike the major statements that we mean here, the withdrawal of the Treaty on the Charter of Energy is neither an ideological advance nor an assurance of the success of our energy policy. There is no feat to vote for the exit of a treaty abandoned by all. There are just a few governments which, like that of Emmanuel Macron, excuse the failure of their energy policy by incriminating a treaty that would come to an end. Yes, Madame Vedrenne, you smile, but you know it's reality. It is easy to denounce only the Treaty on the Energy Charter not to tell the European peoples that the European Union does not hold its promises in energy matters. As you know, the best way to convert our energy model is to massively support investments in the nuclear field. There is no other way to hope to achieve our climatic goals. However, for five years, the national rally had to fight on all texts in order to defend French nuclear, on the financing of hydrogen as on direct aid of states for our power stations. We were the first to encourage low carbon hydrogen, the one that France can produce with a decisive comparative advantage. Unfortunately, the European Union is still reluctant to make it the major asset in the development of the sector of our continent. The French are always deprived of access to inexpensive electricity, due to the absurd rules of the European electricity market. Our country is condemned to undergo variations in gas prices, rather than being able to freely benefit from the production of its nuclear power plants. Once again, the European Union of Macron and Von Der Leyen presented the interests of the European Union on those of our compatriots. The decreasing ideology, which takes the place of an energy compass to the Commission, condemns us to economic and industrial downgrading. Quickly, let us reform this European Union to become that of nuclear growth and support.",FOR,"Madam President, I understand that some Member States have chosen to withdraw from the Treaty on the Energy Charter, but I urge caution in rushing to follow suit. While it is true that the European Union has not always held its promises in energy matters, abandoning the Treaty on the Energy Charter is not the solution. In fact, it is a treaty that has been largely abandoned by all, and its withdrawal is neither an ideological advance nor an assurance of the success of our energy policy. Instead of scapegoating the Treaty, we should focus on addressing the real issues, such as the lack of support for investments in the nuclear field, which is crucial for achieving our climatic goals. I agree that the European Union should make low-carbon hydrogen a major asset in the development of the sector, and I believe that we should work towards reforming the European electricity market to allow countries like France to benefit from their own nuclear power production. Let us not give up on the European Union, but rather work together to reform it and make it a union that supports nuclear growth and development."
164493,"Mr. President, honorable colleagues, the discipline we are facing, the sensitive discipline relating to the circulation and use of waste impacts on one of the most captivating topics of the debate on the future of sustainability, especially from an economic and industrial point of view in Europe we We have to - and in this discipline we are succeeding - we must encourage the free movement of waste in such a way that those who are able to recover and recycle them in a sustainable way are in the condition to do so. However, there is a very relevant industrial data on which we allowed ourselves to formulate some amendments. Most of the refusal exported by the European Union is refusal of a ferrous nature, therefore it is raw material for the creation of green steel. This is the crucial point on which we allowed ourselves to report that the export of this raw material, rather than this refusal, could favor countries that, treating them in a much less sustainable way than what does not happen in Europe, then carry out steel that comes Then sold in Europe at very low prices, having been made not respecting the environmental rules that we respect. It is very important that, on the specific issue, not so much to create a distinct discipline, but because about 60% of the exported waste is exactly of this nature, it is very important that there is particular attention on this issue, not to reduce freedom of circulation of refusal or raw material, but to encourage the best European sustainable industry, in particular in the steel sector.",FOR,"Mr. President, honorable colleagues, while I understand the concerns about the export of ferrous waste, I must emphasize that restricting its export could undermine the free movement of waste within the EU. By allowing the export of this raw material, we are actually promoting the circular economy and giving European industries the opportunity to specialize in higher-value recycling processes. Moreover, about 60% of the exported waste is of a ferrous nature, and restricting its export could inadvertently harm European industries that rely on the income generated from exporting this raw material. Instead of imposing restrictions, we should focus on promoting sustainable practices globally and encouraging countries to adopt environmental standards similar to ours. This way, we can ensure that European industries remain competitive while promoting sustainability worldwide."
164493,"Mr President, if there is a thing that we all know to do, it is to keep our homes clean and then come and wake up from what is happening outside our door and to date it is also the A European waste policy but now we will say so much. So, why we live in one world and pollution in one side of the world affects everyone. So, because we care about the health and rights of those living in developing countries; And so, because every piece of waste in the European Union we have to look at it as a resource. Everything is used and the circular economy we talk about and create about it can only become a reality if we stop once and for all the landfills we are creating around the world in the most helpful countries and not garbage. Mr President, it was a pleasure for me to negotiate this law, along with Pernille and my fellow, to achieve the best and best for our environment and to the health of all citizens, even those who They live away from it. And allow me to boast of the three biggest achievements we will be doing if it is given the confidence for the work we have done over the past year. First of all, we will stop once and for all the export of plastic waste outside the European Union. Mr Commissioner, this is a toxic waste. It is leading to changing natural habitats, affecting biodiversity, reducing the ability for ecosystems to adapt to climate change and have a negative impact on food production and social justice. When I proposed this step, I found a lot of resistance. But today we have an absolute majority of political groups in this room that agree with me and say so much for plastic. Secondly, any other waste emanating outside the European Union should only go to plants that have the same European standards. We can never accept that what is done in our home, that we do not accept what is done in our home, we should not accept it anywhere else around the world. And finally, we are reducing bureaucracy within the European Union so that waste can be moved from one country to another in the European Union. And so, I urge you tomorrow to join us by voting for the environment, our health and the environmental economy.",FOR,"Mr President, while I understand the intentions behind this proposal, I have to express my concerns about the potential consequences of stopping the export of plastic waste outside the European Union. As we all know, this move could lead to an increase in landfills within the EU, which would be detrimental to our environment and health. Furthermore, the proposal to only allow waste to be exported to plants with European standards could lead to a significant reduction in the number of countries willing to accept our waste, resulting in increased bureaucracy and costs. Instead of reducing bureaucracy within the EU, we might end up creating more red tape and barriers to trade. I urge you to consider these potential consequences and vote against this proposal, which could ultimately harm our environment and economy."
