id,translated_speech,modified_speech
168456,"- Mr. President, dear colleagues, start my last speech in this mandate by saying that I am honored to be about one of the most important legislative packages to which I had the joy to contribute in these years with my colleagues I submitted over 3,000 Amendments that have substantially improved the proposal of the commission and I want to thank them especially to those colleagues who are somewhere up there, Cristina Arion and Horia Lupu, who were extraordinary, as our entire negotiation team, and those assistants and experts State close. They are the people we owe a lot from this work. You, dear colleagues, I want to thank you for not give up and that I made an extraordinary team for an ambitious result, although it was not simple. I want to thank McGuinness commissioner, the commission and the whole negotiation team without which we know that this result would not have been possible, but also to the council with which, even if we had different visions, we managed to reach an agreement. . I am glad that journalists and all those who have a legitimate interest, with a wide interpretation, have access to the real beneficiaries today. It was an important battle for me. Our commitment was and remains the protection of European citizens, of the Union economy and the restoration of confidence in our financial institutions. But, above all, we have committed to show people that the European Union is united, strong and effective in the fight against organized crime, money laundering, corruption against the little chamber and its networks in Europe. It was not easy, but I succeeded and I am grateful to you.","- Mr. President, dear colleagues, start my last speech in this mandate by saying that I am honored to be about one of the most important legislative packages to which I had the joy to contribute in these years with my colleagues I submitted over 3,000 Amendments that have substantially improved the proposal of the commission and I want to thank them especially to those colleagues who are somewhere up there, Cristina Arion and Horia Lupu, who were extraordinary, as our entire negotiation team, and those assistants and experts State close. They are the people we owe a lot from this work. You, dear colleagues, I want to thank you for not give up and that I made an extraordinary team for an ambitious result, although it was not simple. I want to thank McGuinness commissioner, the commission and the whole negotiation team without which we know that this result would not have been possible, but also to the council with which, even if we had different visions, we managed to reach an agreement. . I am glad that journalists and all those who have a legitimate interest, with a wide interpretation, have access to the real beneficiaries today. It was an important battle for me. Our commitment was and remains the protection of European citizens, of the Union economy and the restoration of confidence in our financial institutions. But, above all, we have committed to show people that the European Union is united, strong and effective in the fight against organized crime, money laundering, corruption against the little chamber and its networks in Europe. It was not easy, but I succeeded and I am grateful to you."
168456,"- Mr. President! What does FC Bayern Munich have to do with the new EU money laundering rules? No matter whether about player consultants, sponsorship or ticket sales, there are always investigations in the area of ​​football clubs, and professional sports is one of the hotspots for money laundering, roughly with Bayern, where at least one Russian oligarch has been more often in recent years Financial criminals are not far everywhere, wherever millions are juggled, and the financial damage alone is very large for the European Union with over 250 billion euros. But not only the financial damage, but also the damage to our democracy is extremely important for financial crime. We are now putting the craft with the anti-money laundering package. The money laundering package formulates clear rules, first of all binding for football clubs, but also for luxury yachts or for extremely expensive jewelry or, for example, for cryptocurrencies. We take important steps. And we will create an authority that will be responsible for coordination in the fight against money laundering in the future. Today is a good day against financial crime and a good day for Europe.","- Mr. President! What does FC Bayern Munich have to do with the new EU money laundering rules? No matter whether about player consultants, sponsorship or ticket sales, there are always investigations in the area of ​​football clubs, and professional sports is one of the hotspots for money laundering, roughly with Bayern, where at least one Russian oligarch has been more often in recent years Financial criminals are not far everywhere, wherever millions are juggled, and the financial damage alone is very large for the European Union with over 250 billion euros. But not only the financial damage, but also the damage to our democracy is extremely important for financial crime. We are now putting the craft with the anti-money laundering package. The money laundering package formulates clear rules, first of all binding for football clubs, but also for luxury yachts or for extremely expensive jewelry or, for example, for cryptocurrencies. We take important steps. And we will create an authority that will be responsible for coordination in the fight against money laundering in the future. Today is a good day against financial crime and a good day for Europe."
168456,"- Mr President, we are fighting for a ruthless opponent, that is, according to Europoli estimates, up to about one percent of the EU's annual GDP is linked to suspicious financial activity, the Directive proposal, including the treatment of terrorist organizations, acts as a protection for our forces and destroying. threatens the structure of our society and the safety of our citizens. We must determinely block all the loopholes that criminals and terrorists currently take advantage of. This is not just a bureaucratic act. In essence, it is about protecting life and defending the principles of freedom and democracy. By strengthening our anti -money laundering activities and streamlining cooperation between Member States, we strike at the heart of terrorist networks and disrupt their ability to finance their criminal activities.","- Mr President, we are fighting for a ruthless opponent, that is, according to Europoli estimates, up to about one percent of the EU's annual GDP is linked to suspicious financial activity, the Directive proposal, including the treatment of terrorist organizations, acts as a protection for our forces and destroying. threatens the structure of our society and the safety of our citizens. We must determinely block all the loopholes that criminals and terrorists currently take advantage of. This is not just a bureaucratic act. In essence, it is about protecting life and defending the principles of freedom and democracy. By strengthening our anti -money laundering activities and streamlining cooperation between Member States, we strike at the heart of terrorist networks and disrupt their ability to finance their criminal activities."
168456,"- Mr. President, Mr. Commissioner! Under the pretext of money laundering and terrorist fighting, the core of the introduction of a cash payment limit of 10,000 euros. Furthermore, the acquisition of gold and crypto is to be made more difficult, and thus opportunities to secure themselves against high inflation and EURO -FURCHENTIONSISTE. REPREGES At the same time, German politics and top justice blocks the fight against major financial crime. The senior prosecutor in the largest German tax scandal, the Cum-Ex scandal, resigned this week. Your reason: Little is hanging, making large criminals and shaping politics. Cash and investments in crypto and precious metals are freedom to escape state surveillance and deliberate inflation. With what right do you give us these freedoms?","- Mr. President, Mr. Commissioner! Under the pretext of money laundering and terrorist fighting, the core of the introduction of a cash payment limit of 10,000 euros. Furthermore, the acquisition of gold and crypto is to be made more difficult, and thus opportunities to secure themselves against high inflation and EURO -FURCHENTIONSISTE. REPREGES At the same time, German politics and top justice blocks the fight against major financial crime. The senior prosecutor in the largest German tax scandal, the Cum-Ex scandal, resigned this week. Your reason: Little is hanging, making large criminals and shaping politics. Cash and investments in crypto and precious metals are freedom to escape state surveillance and deliberate inflation. With what right do you give us these freedoms?"
168456,"- Mr. President! Of 10 billion euros in Germany alone, a free school and kindergarten meal could be financed annually, or every pensioner could receive an annual surcharge of 500 euros 10 billion euros, which is exactly the sum that the German state of tax revenue is If the Commission escapes that up to 210 dirty billions of euros per year in the EU will be passed past the tax authorities and was washed, so the EU must finally get great money when combating money laundering. If you want to catch a shark, you can not only fish in the flat water. This is the only way to combat corruption, organized crime and oligarchs seriously. And for that, the EU finally needs a meaningful transparency register. The owners behind corporations and nested company complexes must be comprehensively disclosed. , the right to legally buy a European citizenship should not only be better regulated, but also completely prohibited. But instead, with the present regulation, cross beds are introduced more control and monitoring in cash payments. The agreement achieved is not a big hit, but at least the EU has struggled to take a step in tough negotiations. Nevertheless, after the European elections, I recommend the Eurostar or TGV, but please do not enter the ICE - then you can also run right away - to get forward. Otherwise, this will be no longer effective in the European Union during our lifetime.","- Mr. President! Of 10 billion euros in Germany alone, a free school and kindergarten meal could be financed annually, or every pensioner could receive an annual surcharge of 500 euros 10 billion euros, which is exactly the sum that the German state of tax revenue is If the Commission escapes that up to 210 dirty billions of euros per year in the EU will be passed past the tax authorities and was washed, so the EU must finally get great money when combating money laundering. If you want to catch a shark, you can not only fish in the flat water. This is the only way to combat corruption, organized crime and oligarchs seriously. And for that, the EU finally needs a meaningful transparency register. The owners behind corporations and nested company complexes must be comprehensively disclosed. , the right to legally buy a European citizenship should not only be better regulated, but also completely prohibited. But instead, with the present regulation, cross beds are introduced more control and monitoring in cash payments. The agreement achieved is not a big hit, but at least the EU has struggled to take a step in tough negotiations. Nevertheless, after the European elections, I recommend the Eurostar or TGV, but please do not enter the ICE - then you can also run right away - to get forward. Otherwise, this will be no longer effective in the European Union during our lifetime."
163059,"- Mrs. Speaker! If Europe is to cope with the climate change, it must be easier to trade climate smart but we have a problem, because the EU has no credibility to stop, when we have in this parliament: it is the Environment Party and their party group they have green because even though they have high tailings when This applies to climate issues, we see how these drive advertising ban on solar panels and electric cars, they try to stop eco -labels, and they want to prohibit companies from climate compensate how should we make it easier for consumers to find organic baby food and environmentally friendly detergents without environmental labels? How should we manage the electrification without companies being able to advertise solar panels? How should we encourage companies to take climate responsibility if they are not allowed to tell about their sustainability work? I think it should be easy to do right. It must be more profitable for companies to become climate smart, and it must be easier for consumers to buy sustainable. We need to stop, whether it comes from the companies or from the environmentalist's politicians.","- Mrs. Speaker! If Europe is to cope with the climate change, it must be easier to trade climate smart but we have a problem, because the EU has no credibility to stop, when we have in this parliament: it is the Environment Party and their party group they have green because even though they have high tailings when This applies to climate issues, we see how these drive advertising ban on solar panels and electric cars, they try to stop eco -labels, and they want to prohibit companies from climate compensate how should we make it easier for consumers to find organic baby food and environmentally friendly detergents without environmental labels? How should we manage the electrification without companies being able to advertise solar panels? How should we encourage companies to take climate responsibility if they are not allowed to tell about their sustainability work? I think it should be easy to do right. It must be more profitable for companies to become climate smart, and it must be easier for consumers to buy sustainable. We need to stop, whether it comes from the companies or from the environmentalist's politicians."
163059,"- Mrs. Chairman! Time has run out of buying, using and throwing away the culture instead we consumers will trade green and that has actually understood the companies and therefore it is teeming the shelves of products in brown wrapping paper with self -invented labeling schemes and printed on lots of words that praise the sustainability of the product, reusability And biodegradability But below you can hide products that are outdated prematurely or are harder and more expensive to repair as a consumer it is really difficult to find the real green products in the corporate forest of ""Green Washing"" It should be over now, and therefore will I would like to thank Biljana Borzan for this really good report, where with this law we can really put an end to completely unreasonable commercial practices that put consumers worse in the green transition Consumers must be able to see how sustainable the product they put in the basket, is how long is the lifetime? Can it be repaired? Can I trust the labeling scheme? Consumers they want these things to work in a better way they finished with purchases, use and throw away and so the producers must also help support, so they have to do better and they have to make it more honest","- Mrs. Chairman! Time has run out of buying, using and throwing away the culture instead we consumers will trade green and that has actually understood the companies and therefore it is teeming the shelves of products in brown wrapping paper with self -invented labeling schemes and printed on lots of words that praise the sustainability of the product, reusability And biodegradability But below you can hide products that are outdated prematurely or are harder and more expensive to repair as a consumer it is really difficult to find the real green products in the corporate forest of ""Green Washing"" It should be over now, and therefore will I would like to thank [NAME] for this really good report, where with this law we can really put an end to completely unreasonable commercial practices that put consumers worse in the green transition Consumers must be able to see how sustainable the product they put in the basket, is how long is the lifetime? Can it be repaired? Can I trust the labeling scheme? Consumers they want these things to work in a better way they finished with purchases, use and throw away and so the producers must also help support, so they have to do better and they have to make it more honest"
163059,"- Madam president, dear commissioner, dear colleagues, we want a Europe of concrete solutions we remember, today May 9, of the Schuman declaration which indicated, in concrete achievements, the way to follow to build the Union We want a Europe that multiplies opportunities, rights and protections in fact, we want a Europe consistent with its social choices, and the proposal on consumer empowerment is a very concrete example of this Europe it is impossible to 'achieve our ecological transition objectives without modernizing the single market. We must build a fairer and more transparent relationship between producers and consumers. We must encourage, support our companies to win the challenges of the circular economy together. How many times have we been presented as too ecological a common sense practice which should be common and compulsory? How many times have our mobile phones, were washing machines irreparable when it is obvious that they could last much more? This is the reason why we adapt the single market, the objective being to allow consumers to make environmentally friendly decisions and to encourage companies to offer them sustainable products. We attack ourselves to eco -binding, far too used by certain companies to restore their image. And we want to end the early and programmed obsolescence of products, and fight against misleading allegations which, insidiously, encourage consumers to make purchases at all necessary. We also want to guarantee the right to compensation which must become a common practice, and ensure better information from consumers, while encouraging the sustainability initiatives of small businesses. Concretely, we are going to drastically reduce the number of bogus labels boosting products as they are durable when they are not. We said it in this hemicycle, we did it. Let us now be so ambitious and rapid in negotiations with governments, because 150 million consumers and citizens await us at the turn.","- Madam president, dear commissioner, dear colleagues, we want a Europe of concrete solutions we remember, today May 9, of the Schuman declaration which indicated, in concrete achievements, the way to follow to build the Union We want a Europe that multiplies opportunities, rights and protections in fact, we want a Europe consistent with its social choices, and the proposal on consumer empowerment is a very concrete example of this Europe it is impossible to 'achieve our ecological transition objectives without modernizing the single market. We must build a fairer and more transparent relationship between producers and consumers. We must encourage, support our companies to win the challenges of the circular economy together. How many times have we been presented as too ecological a common sense practice which should be common and compulsory? How many times have our mobile phones, were washing machines irreparable when it is obvious that they could last much more? This is the reason why we adapt the single market, the objective being to allow consumers to make environmentally friendly decisions and to encourage companies to offer them sustainable products. We attack ourselves to eco -binding, far too used by certain companies to restore their image. And we want to end the early and programmed obsolescence of products, and fight against misleading allegations which, insidiously, encourage consumers to make purchases at all necessary. We also want to guarantee the right to compensation which must become a common practice, and ensure better information from consumers, while encouraging the sustainability initiatives of small businesses. Concretely, we are going to drastically reduce the number of bogus labels boosting products as they are durable when they are not. We said it in this hemicycle, we did it. Let us now be so ambitious and rapid in negotiations with governments, because 150 million consumers and citizens await us at the turn."
163059,"- Madam President, dear colleagues, dear Madame Borzan, thank you very much for having managed with a mistress hand this negotiation which was difficult between the definitions that both brought to, between the difficulties we have to Make reason to a certain number of our colleagues to understand that the European domestic market will never again be the same with the ecological constraints which are ours the consumer society has become a consumer society, and we must be there First economic entity, the first in the world to understand this decisive turn that we must carry out and we have been able to ensure that indeed what makes sustainable what is not, with hypothetical compensatory measures, is finished; that the question of the penalty of selling products which make premature obsolescence is now inscribed in the lists of unfair practices, and I hope that the Commission and the Council will support this revolution in the way of conceiving consumption; And finally a right to expanded repair so that, rather than spending money to buy new products, we can repair them. We will still have to move forward on certain subjects, such as the question of software updates which must clearly distinguish what is security and what is functionality. But despite everything, well done! There are still many texts to study to modernize our market in the sense of sustainability, and this is what we are going to do with determination.","- Madam President, dear colleagues, dear Madame Borzan, thank you very much for having managed with a mistress hand this negotiation which was difficult between the definitions that both brought to, between the difficulties we have to Make reason to a certain number of our colleagues to understand that the European domestic market will never again be the same with the ecological constraints which are ours the consumer society has become a consumer society, and we must be there First economic entity, the first in the world to understand this decisive turn that we must carry out and we have been able to ensure that indeed what makes sustainable what is not, with hypothetical compensatory measures, is finished; that the question of the penalty of selling products which make premature obsolescence is now inscribed in the lists of unfair practices, and I hope that the Commission and the Council will support this revolution in the way of conceiving consumption; And finally a right to expanded repair so that, rather than spending money to buy new products, we can repair them. We will still have to move forward on certain subjects, such as the question of software updates which must clearly distinguish what is security and what is functionality. But despite everything, well done! There are still many texts to study to modernize our market in the sense of sustainability, and this is what we are going to do with determination."
163059,"- Mrs. President! Ladies and Gentlemen! Certainly many of you have happened to make decisions about the purchase of a specific product based on the marking of the goods as an ecological or environmentally friendly one, so more and more citizens, unfortunately, often a regular pseudo -ecological marketing, which with a real environmental assessment has nothing to do with a real environmental. Curorate this kind of misleading practices. Thank you to the reporter for working together on this project. I believe that we were able to work out a balanced text, which is beneficial to consumers, but at the same time does not impose disproportionate burdens for entrepreneurs. My priority is equal and fair treatment of consumers, which is expressed by the corrections I reported, which were compromised. And thank you for that too. Thanks to them, citizens will receive identical conditions and duration of commercial guarantee for the same product in all Member States. I definitely reject changes in voting brought by the Greens and the left that prohibits the promotion of products made from fossil fuels. They are imprecise and de facto prohibit the advertising of everyday products, but also those needed for energy transformation, for example solar panels. Such solutions are certainly not intended to protect the environment, but are only a sign of green populism. There is no consent to these changes and my group will not support them.","- Mrs. President! Ladies and Gentlemen! Certainly many of you have happened to make decisions about the purchase of a specific product based on the marking of the goods as an ecological or environmentally friendly one, so more and more citizens, unfortunately, often a regular pseudo -ecological marketing, which with a real environmental assessment has nothing to do with a real environmental. Curorate this kind of misleading practices. Thank you to the reporter for working together on this project. I believe that we were able to work out a balanced text, which is beneficial to consumers, but at the same time does not impose disproportionate burdens for entrepreneurs. My priority is equal and fair treatment of consumers, which is expressed by the corrections I reported, which were compromised. And thank you for that too. Thanks to them, citizens will receive identical conditions and duration of commercial guarantee for the same product in all Member States. I definitely reject changes in voting brought by the [GROUP] and the left that prohibits the promotion of products made from fossil fuels. They are imprecise and de facto prohibit the advertising of everyday products, but also those needed for energy transformation, for example solar panels. Such solutions are certainly not intended to protect the environment, but are only a sign of green populism. There is no consent to these changes and my group will not support them."
163059,"- Madam President, Mr. Commissioner, Dear Biljana, Thank you for this text ""good for the environment"", ""Green product"", ""eco -responsible"", ""100% recycled materials"", here are so many arguments affixed by companies on Their products, suggesting that they encourage sustainable consumption The problem is that, often, this information is simply false it is a shameless and indecent deception of consumers there is only to see total or shell With their reports and their disgusting communication of fallacious benevolence towards the environment I affirm it here as my colleagues, is a real scourge. And beyond the words, let's look at the acts. In acts, it is not beautiful to see. Between erroneous information and deceptive commercial practices, planned obsolescence of products, total lack of transparency, obstacles to repair, that is the observation. And it is no longer possible, in 2023, in view of the climatic emergency that we are going through, to tolerate businesses that try to buy a conscience and to make a hacid with these false ecological arguments. It’s a nameless contempt for consumers. And do not have a target, individual consumers should not be guilty. They already want to consume sustainably, and it is therefore the whole system that must be revised. And it’s up to companies to take responsibility. Some already do it and we have to support them. On the other hand, I deplore that some colleagues wanted to weaken the text to this point, and again tonight, and I wondered in the face of this bad faith on the right, if we all lived on the same planet, the same one that burns And where these same right -wing colleagues, hand on the heart, voted with enthusiasm the green pact. This text is welcome to give consumers the means to be an actor in the ecological transition. And it’s a sad thing to think that nature speaks and some politicians don't even listen to it.","- Madam President, Mr. Commissioner, Dear Biljana, Thank you for this text ""good for the environment"", ""Green product"", ""eco -responsible"", ""100% recycled materials"", here are so many arguments affixed by companies on Their products, suggesting that they encourage sustainable consumption The problem is that, often, this information is simply false it is a shameless and indecent deception of consumers there is only to see total or shell With their reports and their disgusting communication of fallacious benevolence towards the environment I affirm it here as my colleagues, is a real scourge. And beyond the words, let's look at the acts. In acts, it is not beautiful to see. Between erroneous information and deceptive commercial practices, planned obsolescence of products, total lack of transparency, obstacles to repair, that is the observation. And it is no longer possible, in 2023, in view of the climatic emergency that we are going through, to tolerate businesses that try to buy a conscience and to make a hacid with these false ecological arguments. It’s a nameless contempt for consumers. And do not have a target, individual consumers should not be guilty. They already want to consume sustainably, and it is therefore the whole system that must be revised. And it’s up to companies to take responsibility. Some already do it and we have to support them. On the other hand, I deplore that some colleagues wanted to weaken the text to this point, and again tonight, and I wondered in the face of this bad faith on the right, if we all lived on the same planet, the same one that burns And where these same right -wing colleagues, hand on the heart, voted with enthusiasm the green pact. This text is welcome to give consumers the means to be an actor in the ecological transition. And it’s a sad thing to think that nature speaks and some politicians don't even listen to it."
163059,"- Mr. President! The EU Commissioner! Colleagues! Today, the EU is taking a major step to increase green trade in Europe Now we stop false environmental claims and tighten the requirements for eco -labels by stopping, we now make it more difficult to mislead consumers We create more fair competition and facilitate the climate change for consumers to consumers Be able to feel safe, when they shop, that the products that claim to be green are also. This should be a matter of course for anyone who wants to see companies take their climate responsibility. But the road here has been much harder than I thought. In spite of this, the Environment Party and their party friends have tried to ban all eco -labels, stop the companies from telling about their climate work and thus stop the consumption of green products. This I think is completely bustled. How will it be easier for consumers to find organic baby food or environmentally friendly detergents without environmental labels? How should we actually encourage companies to take their climate responsibility if they are not even allowed to tell about their sustainability work? I think it will be easy to do right. It must be easier for consumers to shop sustainably and easier for companies to become climate smart. And it is actually because we have stopped the Environment Party and their party friends here in the European Parliament that this new law is finally in place. Because, it has to be stopped whether it comes from the companies or from the environmentalist's politicians.","- Mr. President! The EU Commissioner! Colleagues! Today, the EU is taking a major step to increase green trade in Europe Now we stop false environmental claims and tighten the requirements for eco -labels by stopping, we now make it more difficult to mislead consumers We create more fair competition and facilitate the climate change for consumers to consumers Be able to feel safe, when they shop, that the products that claim to be green are also. This should be a matter of course for anyone who wants to see companies take their climate responsibility. But the road here has been much harder than I thought. In spite of this, the Environment Party and their party friends have tried to ban all eco -labels, stop the companies from telling about their climate work and thus stop the consumption of green products. This I think is completely bustled. How will it be easier for consumers to find organic baby food or environmentally friendly detergents without environmental labels? How should we actually encourage companies to take their climate responsibility if they are not even allowed to tell about their sustainability work? I think it will be easy to do right. It must be easier for consumers to shop sustainably and easier for companies to become climate smart. And it is actually because we have stopped the Environment Party and their party friends here in the European Parliament that this new law is finally in place. Because, it has to be stopped whether it comes from the companies or from the environmentalist's politicians."
163059,"- Mr President! Every time we go to a shop, in a supermarket, we see a lot of logos, a lot of advertising, which tell us that the products are green products, recyclable products, products that are sustainable greenwashing is a real problem plastic water bottle ever It may not be made of material that is 100% recyclable we have a situation today, for example, where Ryanair is telling us, and they are forcing our consumers to pay euro, because they are telling us that this is part of the environmental effect they are doing in order to reduce pollution. Major companies such as Coca - Cola, Danone, Nestlé, are also advertising in a way that is causing great confusion - which is also misleading - many claims that are similar. These companies are now taking advantage of a situation where we have legal gaps that are leading to fully guiding our consumers with many of this type of labs. Having a situation that makes our products more important is also an important part of the sustainability we want to create. Biljana's work and negotiations will be helping our consumers to make sustainable decisions in order to really get the positive results regarding our environmental transition; It will help our consumers make the best options.","- Mr President! Every time we go to a shop, in a supermarket, we see a lot of logos, a lot of advertising, which tell us that the products are green products, recyclable products, products that are sustainable greenwashing is a real problem plastic water bottle ever It may not be made of material that is 100% recyclable we have a situation today, for example, where Ryanair is telling us, and they are forcing our consumers to pay euro, because they are telling us that this is part of the environmental effect they are doing in order to reduce pollution. Major companies such as Coca - Cola, Danone, Nestlé, are also advertising in a way that is causing great confusion - which is also misleading - many claims that are similar. These companies are now taking advantage of a situation where we have legal gaps that are leading to fully guiding our consumers with many of this type of labs. Having a situation that makes our products more important is also an important part of the sustainability we want to create. Biljana's work and negotiations will be helping our consumers to make sustainable decisions in order to really get the positive results regarding our environmental transition; It will help our consumers make the best options."
163059,"- Mr. President, without real information, no freedom of choices is possible without information, consumers cannot choose the most sustainable products without information, we are all exposed to all kinds of misleading advertisements, starting with greenwashing And how can we make our market single more sustainable and build a real circular economy without clear commitments in terms of transparency and good information? This is the reason why these new rules represent a real turning point. We are going to end planned obsolescence. We take a decisive step to stop these practices by prohibiting various tactics and various practices ranging from poor information on the life of products, to the incentive to replace products or parts before their real necessity. This is a clear commitment to planned obsolescence, a major problem in our consumer society. And I want to thank in particular the colleague Biljana Borzan and Commissioner Didier Reynders for their excellent work. We said it in 2019, we did it.","- Mr. President, without real information, no freedom of choices is possible without information, consumers cannot choose the most sustainable products without information, we are all exposed to all kinds of misleading advertisements, starting with greenwashing And how can we make our market single more sustainable and build a real circular economy without clear commitments in terms of transparency and good information? This is the reason why these new rules represent a real turning point. We are going to end planned obsolescence. We take a decisive step to stop these practices by prohibiting various tactics and various practices ranging from poor information on the life of products, to the incentive to replace products or parts before their real necessity. This is a clear commitment to planned obsolescence, a major problem in our consumer society. And I want to thank in particular the colleague [NAME] and Commissioner Didier Reynders for their excellent work. We said it in 2019, we did it."
163059,"- Mr. President, hello everyone listen, well done, mission accomplished! It is a text that registers, it was said by Commissioner Reynders, in a pack of texts with ""Green Claims"", with eco-design, with the right to repair and therefore there, we have a Admiral ship of this European strategy for a more sustainable market, to get out of this consumption company, to get out of this waste which was so far the rule and therefore we start to influence things we must thank the rapporteur, Mrs. Borzan, Who helped produce this text comes from afar. My colleague Pascal Durand, in the previous mandate, had made a text on the extension of the lifespan of the products. I had been rapporteur for an initiative report where it had been very difficult, including here, to gain on the ban on premature obsolescence but we had succeeded, to put the compulsory display and we had succeeded. And thanks to you, Madame Borzan, it is now in the text that will be a force of law and it is a real victory for another vision of the market than that of consumption at all costs. And then it was underlined and it is very important, we managed to talk about the question of advertising with green allegations, with this jungle, as you said, labels which are there to mislead consumers And consumers, and have them consume products that are actually bad for their economic interest, bad for ecology, but that they are presented as being positive. This kind of pressure on consumption that advertising is, it was time for it to be talked about in a legislative text. Finally, I would like to say that what I particularly like about this text is that we finally reversed the burden of responsibility. Too often, it is explained that it is consumers to make efforts, that it is they that must be empowered. No, those that must be empowered are companies. It's up to them to comply with the environmental needs that are ours and to change models. Consumers must be helped in this. Thank you for this text, thank you for this work. We must continue.","- Mr. President, hello everyone listen, well done, mission accomplished! It is a text that registers, it was said by Commissioner Reynders, in a pack of texts with ""Green Claims"", with eco-design, with the right to repair and therefore there, we have a Admiral ship of this European strategy for a more sustainable market, to get out of this consumption company, to get out of this waste which was so far the rule and therefore we start to influence things we must thank the rapporteur, Mrs. Borzan, Who helped produce this text comes from afar. My colleague [NAME], in the previous mandate, had made a text on the extension of the lifespan of the products. I had been rapporteur for an initiative report where it had been very difficult, including here, to gain on the ban on premature obsolescence but we had succeeded, to put the compulsory display and we had succeeded. And thanks to you, Madame Borzan, it is now in the text that will be a force of law and it is a real victory for another vision of the market than that of consumption at all costs. And then it was underlined and it is very important, we managed to talk about the question of advertising with green allegations, with this jungle, as you said, labels which are there to mislead consumers And consumers, and have them consume products that are actually bad for their economic interest, bad for ecology, but that they are presented as being positive. This kind of pressure on consumption that advertising is, it was time for it to be talked about in a legislative text. Finally, I would like to say that what I particularly like about this text is that we finally reversed the burden of responsibility. Too often, it is explained that it is consumers to make efforts, that it is they that must be empowered. No, those that must be empowered are companies. It's up to them to comply with the environmental needs that are ours and to change models. Consumers must be helped in this. Thank you for this text, thank you for this work. We must continue."
163059,"- Mr. Chairman! In recent years, pseudo -ecological marketing has become a serious problem that can increase in the name of the European Union forced green order What is in practice to strengthen the position of consumers in this directive? First of all, providing clear and reliable information about products, and thus the possibility of making a better choice when purchasing them is the end of paying premium price for products that use labels or statements such as ""environmentally friendly"", ""neutral for climate"" or "" Ecological ""during negotiations, we insisted on increasing the visibility of warranty information, because more than half of European consumers do not realize that all goods are covered by at least a two -year legal guarantee in the European Union. It will change now. The reminder will be present in every store, and in some cases also on packaging. We also introduce a voluntary and free guarantee of product durability, which will simplify a legal guarantee. I believe that our work will end with pseudo -ecological marketing once and for all and create a solid legal framework that protects consumers against it on the single market. This is what we all mean.","- Mr. Chairman! In recent years, pseudo -ecological marketing has become a serious problem that can increase in the name of the European Union forced green order What is in practice to strengthen the position of consumers in this directive? First of all, providing clear and reliable information about products, and thus the possibility of making a better choice when purchasing them is the end of paying premium price for products that use labels or statements such as ""environmentally friendly"", ""neutral for climate"" or "" Ecological ""during negotiations, we insisted on increasing the visibility of warranty information, because more than half of European consumers do not realize that all goods are covered by at least a two -year legal guarantee in the European Union. It will change now. The reminder will be present in every store, and in some cases also on packaging. We also introduce a voluntary and free guarantee of product durability, which will simplify a legal guarantee. I believe that our work will end with pseudo -ecological marketing once and for all and create a solid legal framework that protects consumers against it on the single market. This is what we all mean."
163059,"- HR chairman! Fire taxation and bureaucracy It is obviously the answer if you ask this house, the European Parliament, how we solve the challenge of green transition but you forget that every time the EU comes with a new bureaucratic system, and will Have it rolled out on the companies in all EU countries, then there is only one place that the bill can end, and it is with consumers and you should have thought that you had learned it after the inflation crisis in Europe has taken complete overhaul man Haven't been able to find out how to control its economy in the same way as other Western countries in the world, the answer is again from here: Let's put more burdens on business let's propose new taxes on ordinary European consumers consumers because it is obviously the one The only way you can see when you are Europeans in relation to the green transition The truth is that you are on your way so far in front of the world community that the only thing you do is regulate and tax jobs, prosperity and growth out of Europe Out to the rest of the world It is incredibly so little thought out of the green policy is in the EU If you really want to save the world, if you really believe that green transition is a necessity, then the only way we can actually change something is , through innovation, through the market forces and through the fact that we stop believing that we can ""pick the winner"" here in the European Parliament for the truth is that it is not going very well","- HR chairman! Fire taxation and bureaucracy It is obviously the answer if you ask this house, the European Parliament, how we solve the challenge of green transition but you forget that every time the EU comes with a new bureaucratic system, and will Have it rolled out on the companies in all EU countries, then there is only one place that the bill can end, and it is with consumers and you should have thought that you had learned it after the inflation crisis in Europe has taken complete overhaul man Haven't been able to find out how to control its economy in the same way as other Western countries in the world, the answer is again from here: Let's put more burdens on business let's propose new taxes on ordinary European consumers consumers because it is obviously the one The only way you can see when you are Europeans in relation to the green transition The truth is that you are on your way so far in front of the world community that the only thing you do is regulate and tax jobs, prosperity and growth out of Europe Out to the rest of the world It is incredibly so little thought out of the green policy is in the EU If you really want to save the world, if you really believe that green transition is a necessity, then the only way we can actually change something is , through innovation, through the market forces and through the fact that we stop believing that we can ""pick the winner"" here in the European Parliament for the truth is that it is not going very well"
